id_order_detail,id_user,id_produk,jumlah_pembelian,subtotal_transaksi,metode_bayar,rating_transaksi,jam_pesanan,waktu_pesanan,nama_produk,kategori_produk,harga_asli_produk,stok_aktual,total_terjual_global,rating_rata_rata_produk,is_organik
53785,1223,110,1,16000,QRIS,3,11,2026-01-25 11:39:32,Tomat Cherry,Sayuran,16000,44,64,3.9,0
53786,1452,133,3,120000,QRIS,4,13,2026-01-04 13:45:46,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
53787,1315,167,1,45000,QRIS,3,17,2026-01-05 17:05:57,Jamur Portobello,Jamur,45000,43,38,3.8,0
53788,1171,144,4,72000,QRIS,5,6,2026-04-22 06:55:44,Temulawak Segar,Rempah,18000,70,66,4.23,0
53789,1497,151,1,15000,Transfer Bank,5,18,2026-06-27 18:09:58,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
53790,1155,157,1,18000,QRIS,3,15,2026-05-22 15:33:00,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
53791,1186,113,1,32000,QRIS,3,12,2026-05-17 12:26:27,Cabai Rawit,Sayuran,32000,116,61,4.37,0
53792,1150,138,1,18000,QRIS,4,18,2026-06-05 18:44:21,Nanas Madu,Buah-buahan,18000,110,62,4.25,0
53793,1416,131,2,28000,Transfer Bank,4,8,2026-05-24 08:47:56,Pepaya California,Buah-buahan,14000,38,74,4.12,0
53794,1268,133,3,120000,QRIS,4,20,2026-05-21 20:58:47,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
53795,1046,131,3,42000,QRIS,5,9,2026-01-19 09:09:13,Pepaya California,Buah-buahan,14000,38,74,4.12,0
53796,1462,125,1,18000,Transfer Bank,4,12,2026-05-13 12:56:58,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
53797,1009,125,3,54000,Transfer Bank,4,8,2026-02-02 08:26:18,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
53798,1426,101,2,18000,QRIS,4,17,2026-01-19 17:31:07,Kangkung Organik,Sayuran,9000,38,80,4.27,1
53799,1402,165,4,152000,QRIS,3,20,2026-06-21 20:36:04,Jamur King Oyster,Jamur,38000,34,52,3.9,0
53800,1197,119,2,22000,COD,5,5,2026-03-14 05:40:48,Pakcoy Organik,Sayuran,11000,53,65,4.52,1
53801,1385,135,1,19500,QRIS,4,20,2026-05-07 20:27:45,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
53802,1483,139,2,40000,QRIS,2,11,2026-01-01 11:27:39,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
53803,1197,122,1,8000,QRIS,5,9,2026-06-12 09:37:22,Kol Putih,Sayuran,8000,118,72,4.54,0
53804,1261,141,1,28000,QRIS,5,9,2026-05-19 09:34:32,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
53805,1438,158,2,40500,QRIS,5,6,2026-01-24 06:39:45,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
53806,1204,136,1,38000,QRIS,2,19,2026-03-04 19:53:08,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
53807,1437,153,1,14000,COD,2,12,2026-04-05 12:06:56,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
53808,1452,111,2,40000,QRIS,4,13,2026-05-25 13:32:02,Tomat Cherry Organik,Sayuran,20000,33,63,4.49,1
53809,1389,148,1,33000,QRIS,2,13,2026-02-17 13:13:27,Bawang Merah,Rempah,35000,101,63,3.92,0
53810,1221,129,1,22000,QRIS,4,7,2026-03-11 07:05:56,Jeruk Peras,Buah-buahan,22000,118,55,4.06,0
53811,1180,159,2,56000,QRIS,4,7,2026-01-22 07:50:23,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
53812,1122,158,1,22000,QRIS,5,16,2026-02-03 16:06:38,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
53813,1051,107,1,14000,QRIS,5,15,2026-01-13 15:34:35,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
53814,1056,113,1,32000,Transfer Bank,5,8,2026-01-17 08:43:05,Cabai Rawit,Sayuran,32000,116,61,4.37,0
53815,1294,109,1,14000,QRIS,5,13,2026-06-22 13:17:28,Selada Organik,Sayuran,14000,20,65,4.16,1
53816,1169,145,2,32000,Transfer Bank,3,15,2026-05-14 15:11:54,Kencur Segar,Rempah,16000,57,79,4.0,0
53817,1323,110,4,64000,Transfer Bank,3,10,2026-04-11 10:31:27,Tomat Cherry,Sayuran,16000,44,64,3.9,0
53818,1271,122,2,16000,QRIS,5,12,2026-02-26 12:17:11,Kol Putih,Sayuran,8000,118,72,4.54,0
53819,1066,117,1,9000,QRIS,5,13,2026-05-08 13:43:20,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
53820,1281,140,1,22000,QRIS,4,20,2026-05-26 20:20:25,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
53821,1142,156,5,74000,QRIS,4,14,2026-06-08 14:23:12,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
53822,1028,154,1,18000,Transfer Bank,4,7,2026-01-26 07:06:28,Ubi Jalar Organik,Umbi-umbian,18000,16,62,4.14,1
53823,1440,146,5,70000,QRIS,4,19,2026-02-08 19:13:17,Lengkuas Segar,Rempah,14000,36,78,4.21,0
53824,1128,156,4,64000,QRIS,3,10,2026-04-21 10:03:29,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
53825,1289,110,4,54500,Transfer Bank,3,7,2026-06-07 07:12:20,Tomat Cherry,Sayuran,16000,44,64,3.9,0
53826,1483,133,1,40000,COD,5,7,2026-06-25 07:30:29,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
53827,1091,153,1,14000,QRIS,3,15,2026-01-13 15:06:44,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
53828,1294,152,1,20000,Transfer Bank,5,21,2026-02-18 21:31:22,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
53829,1376,150,2,52000,QRIS,4,22,2026-05-16 22:52:32,Cabai Kering,Rempah,28000,63,56,3.98,0
53830,1057,118,3,24000,QRIS,4,7,2026-03-03 07:09:47,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
53831,1093,109,2,28000,Transfer Bank,4,8,2026-02-27 08:50:56,Selada Organik,Sayuran,14000,20,65,4.16,1
53832,1334,116,4,25000,QRIS,3,20,2026-03-03 20:29:43,Jagung Manis,Sayuran,7000,114,80,3.83,0
53833,1429,165,2,76000,COD,2,7,2026-01-09 07:04:58,Jamur King Oyster,Jamur,38000,34,52,3.9,0
53834,1150,102,4,31000,Transfer Bank,4,5,2026-03-17 05:17:18,Sawi Hijau,Sayuran,8500,47,81,4.01,0
53835,1326,117,1,9000,Transfer Bank,5,17,2026-01-04 17:50:57,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
53836,1415,139,5,85000,QRIS,2,14,2026-05-03 14:49:34,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
53837,1205,151,1,15000,QRIS,5,15,2026-03-13 15:27:20,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
53838,1368,118,1,8000,QRIS,3,19,2026-04-07 19:14:06,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
53839,1236,163,2,64000,Transfer Bank,4,13,2026-01-19 13:23:51,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
53840,1221,141,1,28000,Transfer Bank,3,13,2026-02-14 13:07:50,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
53841,1024,155,1,7000,Transfer Bank,4,15,2026-06-05 15:13:03,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
53842,1023,101,4,36000,Transfer Bank,5,9,2026-05-12 09:08:17,Kangkung Organik,Sayuran,9000,38,80,4.27,1
53843,1015,149,2,64000,QRIS,4,9,2026-05-02 09:37:42,Bawang Putih,Rempah,32000,41,58,4.07,0
53844,1003,158,4,88000,QRIS,5,22,2026-06-09 22:26:53,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
53845,1082,125,2,36000,QRIS,5,10,2026-01-07 10:48:03,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
53846,1492,161,1,42000,COD,2,1,2026-06-13 01:16:32,Jamur Shiitake Segar,Jamur,42000,76,38,4.02,0
53847,1059,118,1,7000,QRIS,3,17,2026-03-11 17:53:53,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
53848,1155,149,1,29000,Transfer Bank,3,13,2026-01-01 13:13:47,Bawang Putih,Rempah,32000,41,58,4.07,0
53849,1110,101,3,27000,QRIS,5,19,2026-04-07 19:01:56,Kangkung Organik,Sayuran,9000,38,80,4.27,1
53850,1320,141,1,28000,QRIS,4,23,2026-06-15 23:24:21,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
53851,1446,107,1,15000,Transfer Bank,4,8,2026-06-01 08:05:39,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
53852,1418,120,1,7000,QRIS,3,14,2026-04-05 14:26:43,Timun Segar,Sayuran,7000,53,77,3.8,0
53853,1315,145,1,16000,COD,3,10,2026-06-21 10:42:05,Kencur Segar,Rempah,16000,57,79,4.0,0
53854,1217,116,1,6500,Transfer Bank,4,7,2026-04-10 07:52:07,Jagung Manis,Sayuran,7000,114,80,3.83,0
53855,1381,126,4,56000,QRIS,4,12,2026-01-06 12:44:44,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
53856,1401,106,3,36000,Transfer Bank,2,10,2026-02-05 10:38:03,Wortel Baby,Sayuran,12000,103,70,4.11,0
53857,1256,108,1,9500,Transfer Bank,3,20,2026-06-11 20:56:23,Selada Keriting,Sayuran,11000,43,83,3.98,0
53858,1173,148,4,140000,Transfer Bank,3,7,2026-06-14 07:38:11,Bawang Merah,Rempah,35000,101,63,3.92,0
53859,1119,128,3,90000,QRIS,3,8,2026-04-21 08:07:21,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
53860,1245,128,3,99500,QRIS,3,2,2026-05-25 02:11:28,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
53861,1377,130,1,28000,COD,5,11,2026-05-25 11:52:16,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
53862,1027,146,2,26500,Transfer Bank,4,17,2026-02-06 17:30:04,Lengkuas Segar,Rempah,14000,36,78,4.21,0
53863,1059,125,4,66500,Transfer Bank,3,14,2026-02-19 14:29:57,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
53864,1246,158,1,19000,QRIS,5,10,2026-02-24 10:31:01,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
53865,1095,133,2,80000,QRIS,5,21,2026-01-05 21:27:02,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
53866,1214,162,3,156000,QRIS,5,20,2026-06-13 20:10:37,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
53867,1185,119,1,9500,QRIS,5,11,2026-06-24 11:52:30,Pakcoy Organik,Sayuran,11000,53,65,4.52,1
53868,1077,118,3,24000,QRIS,2,5,2026-02-25 05:49:02,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
53869,1066,101,1,9000,QRIS,5,17,2026-05-24 17:25:44,Kangkung Organik,Sayuran,9000,38,80,4.27,1
53870,1039,107,1,15000,QRIS,4,21,2026-04-02 21:30:36,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
53871,1018,148,1,35000,QRIS,3,20,2026-05-09 20:33:33,Bawang Merah,Rempah,35000,101,63,3.92,0
53872,1046,159,3,84000,QRIS,4,20,2026-03-04 20:13:12,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
53873,1142,129,1,22000,COD,4,10,2026-04-12 10:02:29,Jeruk Peras,Buah-buahan,22000,118,55,4.06,0
53874,1121,121,3,75000,QRIS,5,4,2026-05-16 04:10:09,Paprika Merah,Sayuran,25000,55,64,4.21,0
53875,1290,107,1,13500,Transfer Bank,4,6,2026-02-25 06:37:41,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
53876,1035,119,2,19000,QRIS,5,12,2026-03-24 12:37:20,Pakcoy Organik,Sayuran,11000,53,65,4.52,1
53877,1105,166,2,84000,COD,5,14,2026-04-17 14:12:48,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
53878,1330,149,2,64000,QRIS,2,11,2026-03-27 11:19:40,Bawang Putih,Rempah,32000,41,58,4.07,0
53879,1268,120,2,14000,Transfer Bank,3,9,2026-01-14 09:09:57,Timun Segar,Sayuran,7000,53,77,3.8,0
53880,1149,100,3,24000,QRIS,4,17,2026-06-26 17:35:47,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
53881,1223,150,3,75000,Transfer Bank,4,19,2026-05-05 19:32:07,Cabai Kering,Rempah,28000,63,56,3.98,0
53882,1274,113,5,160000,Transfer Bank,5,10,2026-03-03 10:07:35,Cabai Rawit,Sayuran,32000,116,61,4.37,0
53883,1152,162,1,52000,Transfer Bank,5,16,2026-05-23 16:58:07,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
53884,1191,129,4,88000,QRIS,4,22,2026-04-04 22:34:39,Jeruk Peras,Buah-buahan,22000,118,55,4.06,0
53885,1153,102,1,8500,QRIS,3,17,2026-05-20 17:18:14,Sawi Hijau,Sayuran,8500,47,81,4.01,0
53886,1382,125,1,17000,Transfer Bank,4,18,2026-06-17 18:18:53,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
53887,1077,161,2,84000,COD,3,9,2026-02-04 09:22:19,Jamur Shiitake Segar,Jamur,42000,76,38,4.02,0
53888,1405,113,1,32000,COD,4,8,2026-02-20 08:37:22,Cabai Rawit,Sayuran,32000,116,61,4.37,0
53889,1010,158,2,40000,QRIS,5,12,2026-05-19 12:34:11,Bit Merah Organik,Umbi-umbian,22000,44,56,4.58,1
53890,1358,150,1,28000,QRIS,3,8,2026-03-04 08:09:58,Cabai Kering,Rempah,28000,63,56,3.98,0
53891,1054,108,4,37500,QRIS,3,21,2026-03-19 21:54:47,Selada Keriting,Sayuran,11000,43,83,3.98,0
53892,1301,150,3,76500,QRIS,3,12,2026-04-16 12:42:28,Cabai Kering,Rempah,28000,63,56,3.98,0
53893,1428,109,2,28000,Transfer Bank,4,3,2026-06-24 03:08:05,Selada Organik,Sayuran,14000,20,65,4.16,1
53894,1412,143,2,35500,QRIS,4,15,2026-01-26 15:38:39,Kunyit Organik,Rempah,20000,27,71,4.01,1
53895,1286,119,2,20500,QRIS,5,10,2026-01-07 10:46:43,Pakcoy Organik,Sayuran,11000,53,65,4.52,1
53896,1250,134,1,16000,Transfer Bank,4,16,2026-04-13 16:42:50,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
53897,1357,135,2,44000,QRIS,2,8,2026-06-20 08:17:56,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
53898,1404,136,1,38000,QRIS,3,23,2026-05-17 23:02:25,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
53899,1040,108,2,22000,QRIS,3,9,2026-04-24 09:05:34,Selada Keriting,Sayuran,11000,43,83,3.98,0
53900,1251,162,5,260000,COD,4,11,2026-01-13 11:15:27,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
53901,1044,113,2,64000,COD,4,11,2026-03-08 11:38:28,Cabai Rawit,Sayuran,32000,116,61,4.37,0
53902,1182,166,2,96000,Transfer Bank,5,14,2026-05-01 14:32:03,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
53903,1027,159,4,112000,Transfer Bank,5,8,2026-05-16 08:11:51,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
53904,1147,141,2,52500,Transfer Bank,5,18,2026-04-09 18:22:32,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
53905,1263,115,2,20000,Transfer Bank,5,13,2026-04-27 13:46:30,Buncis Segar,Sayuran,10000,69,68,4.26,0
53906,1451,152,1,20000,QRIS,5,7,2026-05-08 07:23:50,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
53907,1146,168,1,30000,QRIS,4,3,2026-03-24 03:44:10,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
53908,1440,168,2,54000,QRIS,5,23,2026-03-07 23:05:29,Jamur Merang Segar,Jamur,30000,56,58,4.16,0
53909,1362,164,1,25000,Transfer Bank,5,14,2026-04-11 14:40:55,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
53910,1030,124,3,13500,QRIS,2,14,2026-05-16 14:55:00,Daun Singkong,Sayuran,5000,70,81,3.68,0
53911,1360,164,1,25000,COD,5,21,2026-03-03 21:15:01,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
53912,1035,137,2,90000,Transfer Bank,4,8,2026-01-06 08:53:30,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
53913,1164,113,1,32000,Transfer Bank,4,1,2026-05-18 01:31:18,Cabai Rawit,Sayuran,32000,116,61,4.37,0
53914,1252,150,1,25500,QRIS,2,12,2026-04-10 12:28:51,Cabai Kering,Rempah,28000,63,56,3.98,0
53915,1212,103,1,10000,QRIS,5,10,2026-04-04 10:36:05,Sawi Hijau Organik,Sayuran,10000,52,74,4.68,1
53916,1141,134,1,16000,QRIS,3,20,2026-02-20 20:41:07,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
53917,1301,164,1,22000,QRIS,4,7,2026-03-18 07:13:42,Jamur Enoki Segar,Jamur,25000,30,53,4.66,0
53918,1269,107,1,15000,QRIS,5,20,2026-03-13 20:25:08,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
53919,1067,126,1,15000,QRIS,3,20,2026-03-02 20:27:46,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
53920,1391,117,3,27000,QRIS,5,17,2026-01-21 17:56:49,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
53921,1370,160,2,70000,QRIS,3,10,2026-05-22 10:08:35,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
53922,1263,100,1,8000,QRIS,5,14,2026-04-11 14:21:46,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
53923,1344,130,1,28000,Transfer Bank,5,7,2026-02-03 07:31:37,Jeruk Siam Organik,Buah-buahan,28000,36,69,4.6,1
53924,1313,139,2,35000,Transfer Bank,2,13,2026-05-17 13:56:52,Semangka Tanpa Biji,Buah-buahan,20000,37,57,3.6,0
53925,1323,166,3,124500,Transfer Bank,5,9,2026-01-09 09:02:48,Jamur King Oyster Organik,Jamur,48000,15,38,4.96,1
53926,1308,110,2,32000,QRIS,3,6,2026-04-18 06:38:01,Tomat Cherry,Sayuran,16000,44,64,3.9,0
53927,1380,134,4,64000,QRIS,4,22,2026-02-22 22:13:24,Jambu Biji Merah,Buah-buahan,16000,37,66,3.93,0
53928,1217,135,2,37500,COD,2,9,2026-01-25 09:12:52,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
53929,1065,117,2,18000,COD,4,8,2026-02-18 08:16:38,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
53930,1085,141,3,71500,QRIS,4,7,2026-01-13 07:13:25,Jahe Merah Organik,Rempah,28000,18,59,4.37,1
53931,1179,153,1,13000,QRIS,3,20,2026-01-05 20:16:20,Ubi Jalar Ungu,Umbi-umbian,14000,52,78,3.92,0
53932,1397,135,1,22000,QRIS,4,6,2026-06-13 06:10:38,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
53933,1086,151,5,75000,QRIS,5,19,2026-03-08 19:19:54,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
53934,1095,100,1,8000,COD,4,12,2026-06-10 12:22:03,Bayam Hijau Segar,Sayuran,8000,83,75,4.15,0
53935,1143,135,2,44000,Transfer Bank,3,12,2026-03-14 12:07:25,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
53936,1341,114,5,45000,Transfer Bank,3,20,2026-04-20 20:42:07,Terong Ungu,Sayuran,9000,91,76,4.02,0
53937,1245,147,1,7500,QRIS,5,15,2026-04-12 15:52:13,Sereh Segar,Rempah,8000,102,83,4.52,0
53938,1454,156,4,64000,Transfer Bank,3,7,2026-04-12 07:12:21,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
53939,1169,122,1,8000,Transfer Bank,5,9,2026-02-24 09:42:52,Kol Putih,Sayuran,8000,118,72,4.54,0
53940,1282,160,1,35000,Transfer Bank,5,5,2026-06-08 05:46:15,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
53941,1288,132,3,96000,QRIS,3,17,2026-06-20 17:12:10,Alpukat Mentega,Buah-buahan,32000,117,55,4.0,0
53942,1338,127,1,26000,Transfer Bank,3,8,2026-03-23 08:24:32,Mangga Harum Manis,Buah-buahan,28000,74,56,3.8,0
53943,1496,135,1,22000,QRIS,2,6,2026-02-05 06:02:22,Buah Naga Merah,Buah-buahan,22000,117,60,3.87,0
53944,1161,101,3,27000,COD,5,16,2026-04-03 16:05:47,Kangkung Organik,Sayuran,9000,38,80,4.27,1
53945,1011,143,1,20000,COD,3,11,2026-04-12 11:15:32,Kunyit Organik,Rempah,20000,27,71,4.01,1
53946,1162,142,1,13500,QRIS,4,17,2026-05-07 17:10:25,Kunyit Segar,Rempah,15000,62,72,4.29,0
53947,1041,152,2,40000,Transfer Bank,5,14,2026-02-10 14:30:26,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
53948,1337,140,1,19000,QRIS,4,4,2026-01-02 04:18:48,Jahe Merah Segar,Rempah,22000,64,73,4.21,0
53949,1356,156,2,29000,Transfer Bank,3,4,2026-03-12 04:40:46,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
53950,1452,147,4,32000,QRIS,5,18,2026-01-01 18:52:11,Sereh Segar,Rempah,8000,102,83,4.52,0
53951,1043,144,1,16500,QRIS,4,8,2026-01-08 08:58:45,Temulawak Segar,Rempah,18000,70,66,4.23,0
53952,1170,151,5,75000,Transfer Bank,4,21,2026-05-05 21:17:50,Ubi Cilembu,Umbi-umbian,15000,62,62,4.5,0
53953,1246,162,2,98500,Transfer Bank,5,16,2026-05-14 16:22:39,Jamur Shiitake Organik,Jamur,52000,59,30,4.67,1
53954,1021,125,3,54000,QRIS,4,10,2026-05-03 10:44:18,Pisang Raja,Buah-buahan,18000,58,77,4.26,0
53955,1267,110,1,16000,QRIS,3,12,2026-05-17 12:33:49,Tomat Cherry,Sayuran,16000,44,64,3.9,0
53956,1182,120,2,14000,Transfer Bank,3,17,2026-04-09 17:40:28,Timun Segar,Sayuran,7000,53,77,3.8,0
53957,1410,114,2,15500,Transfer Bank,4,19,2026-06-10 19:58:35,Terong Ungu,Sayuran,9000,91,76,4.02,0
53958,1304,133,3,120000,Transfer Bank,3,5,2026-06-06 05:56:55,Alpukat Organik,Buah-buahan,40000,25,42,4.23,1
53959,1160,159,2,56000,QRIS,4,11,2026-01-10 11:14:09,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
53960,1473,121,1,25000,QRIS,3,14,2026-01-27 14:09:29,Paprika Merah,Sayuran,25000,55,64,4.21,0
53961,1378,167,1,45000,COD,3,17,2026-04-25 17:44:00,Jamur Portobello,Jamur,45000,43,38,3.8,0
53962,1193,144,1,18000,QRIS,5,11,2026-06-17 11:31:23,Temulawak Segar,Rempah,18000,70,66,4.23,0
53963,1385,137,2,82500,QRIS,5,12,2026-03-19 12:16:39,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
53964,1062,110,2,30000,Transfer Bank,2,11,2026-01-23 11:53:52,Tomat Cherry,Sayuran,16000,44,64,3.9,0
53965,1190,101,2,15500,QRIS,4,15,2026-04-10 15:21:52,Kangkung Organik,Sayuran,9000,38,80,4.27,1
53966,1024,126,2,30000,Transfer Bank,2,13,2026-04-22 13:23:46,Pisang Cavendish,Buah-buahan,15000,44,71,3.74,0
53967,1157,149,2,64000,QRIS,4,10,2026-03-08 10:35:56,Bawang Putih,Rempah,32000,41,58,4.07,0
53968,1405,112,2,48500,QRIS,4,8,2026-01-18 08:18:52,Cabai Merah Besar,Sayuran,28000,107,62,4.03,0
53969,1062,101,2,18000,COD,3,0,2026-01-22 00:17:35,Kangkung Organik,Sayuran,9000,38,80,4.27,1
53970,1010,157,1,18000,Transfer Bank,4,18,2026-06-19 18:18:36,Kentang Granola,Umbi-umbian,18000,73,74,4.01,0
53971,1069,149,2,64000,Transfer Bank,4,9,2026-04-21 09:32:20,Bawang Putih,Rempah,32000,41,58,4.07,0
53972,1102,107,2,30000,QRIS,4,11,2026-02-03 11:57:52,Wortel Baby Organik,Sayuran,15000,28,77,4.51,1
53973,1166,155,1,8000,QRIS,3,0,2026-02-08 00:13:25,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
53974,1239,149,1,32000,Transfer Bank,3,12,2026-04-15 12:28:22,Bawang Putih,Rempah,32000,41,58,4.07,0
53975,1268,155,3,24000,COD,3,11,2026-06-03 11:54:09,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
53976,1072,137,1,45000,QRIS,5,16,2026-05-11 16:39:19,Stroberi Organik,Buah-buahan,45000,12,43,4.61,1
53977,1478,155,2,13500,COD,3,13,2026-02-01 13:43:55,Singkong Segar,Umbi-umbian,8000,117,83,4.07,0
53978,1366,118,1,7500,Transfer Bank,4,19,2026-01-12 19:33:46,Pakcoy Segar,Sayuran,8000,111,85,3.91,0
53979,1251,163,1,28500,Transfer Bank,4,20,2026-06-05 20:41:02,Jamur Kuping Hitam,Jamur,32000,32,65,4.17,0
53980,1055,114,1,9000,Transfer Bank,3,19,2026-02-10 19:38:01,Terong Ungu,Sayuran,9000,91,76,4.02,0
53981,1184,159,1,24000,QRIS,2,3,2026-01-15 03:08:11,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
53982,1455,115,2,20000,Transfer Bank,4,13,2026-02-13 13:36:51,Buncis Segar,Sayuran,10000,69,68,4.26,0
53983,1205,136,1,38000,QRIS,3,7,2026-03-22 07:05:12,Stroberi Segar,Buah-buahan,38000,92,48,3.99,0
53984,1073,114,3,23500,COD,3,10,2026-01-26 10:43:01,Terong Ungu,Sayuran,9000,91,76,4.02,0
53985,1177,128,1,35000,COD,3,6,2026-06-25 06:24:31,Mangga Gedong Gincu,Buah-buahan,35000,94,44,4.22,0
53986,1491,152,2,40000,COD,5,22,2026-05-04 22:31:21,Ubi Cilembu Premium,Umbi-umbian,20000,37,59,4.53,1
53987,1255,156,1,14500,Transfer Bank,3,6,2026-06-26 06:20:21,Talas Bogor,Umbi-umbian,16000,66,76,3.9,0
53988,1416,123,4,24000,QRIS,4,2,2026-04-18 02:57:17,Kemangi Segar,Sayuran,6000,30,80,4.57,1
53989,1043,144,2,36000,Transfer Bank,4,4,2026-05-23 04:34:54,Temulawak Segar,Rempah,18000,70,66,4.23,0
53990,1410,154,1,16500,Transfer Bank,3,20,2026-05-20 20:16:31,Ubi Jalar Organik,Umbi-umbian,18000,16,62,4.14,1
53991,1229,160,2,70000,COD,4,18,2026-05-05 18:22:58,Jamur Tiram Organik,Jamur,35000,26,48,4.01,1
53992,1409,103,2,20000,QRIS,5,8,2026-03-07 08:21:13,Sawi Hijau Organik,Sayuran,10000,52,74,4.68,1
53993,1314,142,1,15000,Transfer Bank,2,6,2026-03-24 06:42:42,Kunyit Segar,Rempah,15000,62,72,4.29,0
53994,1352,117,1,9000,Transfer Bank,3,13,2026-01-06 13:16:53,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
53995,1172,159,5,140000,Transfer Bank,4,19,2026-04-02 19:00:54,Jamur Tiram Putih,Jamur,28000,64,51,4.07,0
53996,1107,150,2,56000,Transfer Bank,4,9,2026-01-22 09:37:13,Cabai Kering,Rempah,28000,63,56,3.98,0
53997,1255,117,1,9000,COD,5,19,2026-05-12 19:56:12,Jagung Manis Organik,Sayuran,9000,11,72,4.35,1
